"","E5C3_E8","E5C3_L3i","H9_E8","H9_L3i","RUES02_E8","RUES02_L3i"
"TMEM222",810,2471,1850,2496,847,1969
"RNU6-48P",2,6,6,1,1,3
"ENSG00000241547",14,34,26,37,6,23
"SYTL1",931,1205,1228,532,441,849
"MAP3K6",678,714,1492,983,639,738
"CD164L2",168,20,337,33,141,21
"ENSG00000231207",0,0,0,0,0,1
"ENSG00000241169",0,0,0,0,0,0
"VPS45",1738,2028,2447,2039,1503,1760
"IL6R",723,3957,244,1508,291,1554
"MUTYH",171,294,268,167,110,234
"ACADM",2429,5212,4180,4568,2330,3678
"ZBTB18",1439,1288,2088,1219,973,1274
"ENSG00000243781",0,0,0,0,0,0
"ENSG00000283174",0,0,0,0,0,0
"MTND2P27",0,0,0,0,0,0
"MTND1P25",0,0,0,0,0,0
"MTCYBP15",0,0,0,0,0,0
"MTND6P15",0,0,0,0,0,0
"MTND5P18",0,0,0,0,0,0
"RPL9P11",17,9,22,11,3,8
"TMEM201",1891,2673,3160,2069,1769,1912
"PIK3CD-AS1",1,2,0,0,0,2
"ENSG00000233268",0,0,0,0,0,0
"CLSTN1",8587,17513,21125,15790,9729,15184
"ENSG00000271264",0,2,0,0,0,1
"ENSG00000280113",0,4,2,4,0,0
"CTNNBIP1",2478,2260,6162,2495,2786,1907
"CTNNBIP1-AS1",0,0,0,0,0,0
"ENSG00000285701",4,5,5,3,2,0
"LZIC",1564,2022,2491,1658,1234,1551
"ENSG00000228150",5,40,16,16,5,17
"ENSG00000202415",3,11,4,3,3,5
"TMEM274P",1,1,0,1,1,3
"MIR5697",0,0,0,0,0,0
"PDZK1",14,9,25,81,5,52
"CD160",5,17,6,7,4,10
"RNF115",2251,2932,2668,2682,1660,2438
"POLR3C",1547,3032,1936,3135,1265,2482
"PIK3CD",3016,1525,3568,945,2444,1542
"RNU6-693P",0,0,0,0,0,0
"ENSG00000229785",0,0,3,6,2,0
"ENSG00000279061",0,0,0,0,0,0
"FASLG",0,0,0,0,0,0
"NBPF9",190,863,804,1704,103,808
"RNU1-153P",1,1,5,2,1,0
"RNU1-154P",0,0,1,0,0,0
"ENSG00000286620",0,0,0,2,0,2
"RNVU1-31",0,0,0,2,0,0
"ENSG00000287374",0,0,9,0,1,0
"ENSG00000278182",0,0,0,0,0,0
"ENSG00000275064",0,0,0,0,0,2
"NBPF20",86,364,109,388,29,171
"PRAMEF25",0,0,0,0,0,0
"ENSG00000288835",0,0,0,0,0,0
"GPATCH4",29,105,55,117,50,72
"NBPF12",502,2795,813,1683,238,1377
"VAMP3",2523,2622,4304,4860,2339,3034
"ENSG00000269925",24,16,13,14,4,38
"PER3",1176,292,1325,201,597,167
"ENSG00000236266",12,1,13,0,6,0
"UTS2",4,2,4,1,2,2
"TNFRSF9",2,1,0,92,0,54
"ENSG00000270330",0,0,0,0,0,0
"PARK7",10268,14907,16253,13738,9677,10602
"ENSG00000200344",12,6,1,2,1,5
"ENSG00000284747",10,153,13,28,5,87
"ENSG00000284716",0,13,2,1,2,4
"ERRFI1",2671,2173,4299,8736,1611,3210
"ENSG00000232848",0,0,0,1,0,2
"CMPK1",3070,3199,4470,4261,2564,3226
"ENSG00000271355",0,0,0,0,0,0
"RPL21P24",0,0,0,0,0,0
"ATP6V0E1P4",0,0,0,0,0,0
"CSF3R",0,2,2,32,0,28
"HSPE1P24",0,0,0,0,0,0
"ENSG00000215785",0,0,6,4,0,5
"CIROZ",4,2,21,1,17,13
"ENSG00000234784",0,0,0,0,0,0
"ENSG00000233877",0,0,0,0,0,0
"ENSG00000185031",4,0,20,2,4,6
"ENSG00000272506",0,0,2,0,3,4
"RNU6-1176P",0,0,0,0,0,0
"MIR3671",14,15,20,7,8,9
"MIR101-1",4,2,1,1,1,0
"ENSG00000288804",11,0,23,4,5,2
"ENSG00000235804",0,0,0,0,0,0
"ENSG00000234496",0,0,0,0,0,0
"ENSG00000289273",0,0,0,0,0,0
"FCGR2A",7,0,18,0,2,0
"ENSG00000287343",0,1,2,0,0,0
"SERTAD4",414,1163,226,493,381,938
"ST13P19",9,11,9,30,6,8
"ENSG00000233455",3,0,0,2,0,0
"ENSG00000231622",0,0,0,0,1,0
"DPH2",2294,4985,3029,4023,2498,3887
"JAK1",3859,2195,5539,3245,3096,2628
"LINC01359",18,6,42,4,15,4
"SETSIP",21,29,32,43,15,24
"BCL10",897,1357,1090,1289,723,942
"UBE2T",2045,2917,2492,1791,1578,1837
"CFHR1",0,0,4,0,0,0
"CFHR4",0,0,0,2,0,0
"CFHR5",0,0,0,0,0,0
"CLCA4-AS1",10,20,21,22,35,42
"RPL17P5",10,14,16,22,4,6
"FCGR3A",1,0,0,0,0,0
"ENSG00000289768",0,0,0,0,0,0
"FCGR3B",0,0,0,0,0,0
"NUAK2",3504,933,2332,934,2629,829
"KLHDC8A",159,18,262,42,215,20
"ENSG00000235363",10,12,26,4,14,12
"LEMD1-AS1",14,4,14,0,7,0
"LEMD1",41,14,256,68,39,10
"MIR135B",0,2,2,3,1,2
"LEMD1-DT",38,158,236,133,63,38
"BLACAT1",741,484,3048,713,502,231
"NCSTN",3634,7336,6036,7064,2602,7671
"C4BPAP2",0,0,0,0,0,0
"ENSG00000237074",0,0,0,0,0,0
"CD55",1637,691,1340,801,1634,689
"LOC124904498",0,0,0,0,0,0
"CR2",250,73,587,87,360,54
"CR1",7,51,36,58,22,41
"ENSG00000236911",0,0,0,0,0,0
"ENSG00000274059",0,3,0,0,0,3
"SYT14",1562,1328,1453,661,1117,1177
"AGO1",6783,17823,10001,10304,7363,13040
"CFAP97P1",0,0,0,0,0,0
"ENSG00000286899",0,7,2,3,0,6
"ENSG00000271914",0,0,0,0,0,0
"AGO3",1815,1446,2705,1091,1380,1224
"ENSG00000271554",4,6,4,0,5,2
"RNU6-171P",0,0,0,0,1,0
"ENSG00000269887",31,30,40,18,27,16
"ENSG00000276359",0,0,0,0,0,0
"PBX1-AS1",0,3,0,0,0,4
"ENSG00000271917",0,2,0,0,0,4
"ENSG00000201987",0,0,0,0,0,0
"ENSG00000225487",0,0,0,0,0,0
"RNU6-755P",0,0,0,0,0,0
"WNT9A",554,1567,325,437,171,899
"MIR5008",0,3,0,0,0,1
"ENSG00000233003",0,2,2,0,0,0
"ENSG00000274886",0,0,0,0,0,0
"ARF1",18433,22571,26819,26688,16845,18444
"PBX1",7091,10068,17586,7212,10027,8353
"RPL18AP5",0,0,0,0,0,0
"ENSG00000214973",57,127,118,77,58,68
"NPM1P39",181,213,327,282,183,145
"ENSG00000225990",0,0,0,0,0,0
"ENSG00000224311",0,0,0,0,0,0
"WDTC1",3309,3531,6094,2859,2843,3259
"ENSG00000252098",1,0,0,0,0,0
"WASF2",14365,9868,21140,10004,12318,8183
"LOC105376892",0,0,2,0,9,2
"FCN3",10,6,61,3,35,1
"PLA2G2A",2031,215,3419,364,51,40
"SPRR5",0,0,0,0,0,0
"NOTCH2NLB",2,19,8,11,5,8
"OR2AK2",2,0,0,0,0,0
"OR6K6",0,0,0,0,0,0
"FCRLB",6,10,12,8,28,4
"PRSS38",0,0,0,0,0,2
"OR10R2",0,0,0,0,0,0
"OR2L13",0,0,0,0,0,0
"LCE7A",0,0,0,0,0,0
"NOTCH2NLR",2,4,11,1,6,3
"OR14L1",0,0,0,0,0,0
"PRAMEF18",0,0,0,0,0,0
"NOTCH2NLA",4,4,6,2,11,8
"CLEC20A",1,5,0,0,0,1
"ZNF593OS",36,92,27,34,22,32
"TMEM35B",0,0,8,3,1,7
"TTC34",22,84,128,39,2,0
"NBPF14",65,103,74,95,28,87
"C1orf202",9,0,12,2,8,5
"TAS1R2",2,0,3,0,0,0
"TAF5L",1883,2854,2344,3232,1680,2529
"NFIA-AS2",0,0,0,2,0,2
"NFIA-AS1",0,0,0,0,0,0
"TNFRSF4",2,7,4,1,2,4
"NFIA",89,373,236,216,96,186
"CFHR2",0,0,0,0,0,0
"ENSG00000272033",13,7,41,6,11,0
"ENSG00000287218",0,0,7,0,0,2
"ENSG00000233411",0,0,0,0,0,0
"ENSG00000273160",0,0,0,0,0,0
"ENSG00000227776",0,0,0,0,0,0
"CREG1",1145,910,2166,1266,1423,1279
"RPS18P4",0,0,0,0,0,0
"ENSG00000241666",0,1,0,5,0,0
"CD247",27,71,44,26,17,21
"ENSG00000236528",0,6,4,4,2,0
"ATP1A1-AS1",146,252,278,175,97,172
"SMG7-AS1",30,31,47,56,28,24
"LOC130932201",0,0,2,0,0,2
"LINC01699",1,0,0,0,0,0
"ENSG00000273573",0,0,0,0,0,0
"RNA5SP70",0,0,0,0,0,0
"ENSG00000288574",0,0,0,0,0,0
"ENSG00000222397",0,0,0,0,0,0
"ENSG00000287452",0,0,0,0,0,0
"MASP2",99,346,362,149,78,195
"ENSG00000237436",30,24,43,18,38,27
"RPL37P9",0,0,0,0,0,0
"CAMTA1-AS3",0,0,0,0,2,0
"RNU1-8P",0,0,0,0,0,0
"ENSG00000237402",5,1,5,1,5,1
"ENSG00000237728",0,0,0,0,0,0
"ENSG00000225126",0,0,0,0,0,0
"ENSG00000270171",36,2,109,10,37,4
"ENSG00000270035",13,8,37,2,17,7
"ENSG00000269978",13,9,30,3,3,7
"CAMTA1",2886,2222,5091,2065,2722,1924
"MIR1290",0,0,0,0,0,0
"AXDND1",9,22,7,19,6,3
"ENSG00000224620",0,0,0,0,0,0
"ENSG00000236539",9,5,18,6,4,6
"ENSG00000261250",0,0,0,0,0,0
"NPHS2",0,4,3,0,0,0
"RNU5F-2P",0,0,0,0,0,0
"ENSG00000227141",2,4,4,6,5,4
"ENSG00000261060",0,2,0,3,0,0
"CEPT1",952,1354,1745,1213,816,1263
"GNG12-AS1",5,25,25,45,11,43
"ENSG00000288573",5,12,19,10,2,10
"ENSG00000289071",0,0,0,0,0,0
"ENSG00000236021",12,6,11,16,2,5
"LINC01354",0,0,0,0,0,0
"ENSG00000289288",31,59,13,6,6,21
"ENSG00000289880",0,0,0,0,0,0
"ENSG00000225938",4,0,8,2,2,2
"ENSG00000285728",120,231,209,134,101,148
"LINC02608",3,24,5,22,10,13
"ENSG00000289893",0,0,0,0,4,0
"ENSG00000227712",17,135,21,39,23,65
"ENSG00000271576",160,90,431,116,166,67
"ENSG00000231563",16,33,43,47,18,19
"ENSG00000272482",4,25,27,12,1,13
"ENSG00000289914",0,11,4,3,7,3
"ENSG00000272583",24,26,53,8,33,12
"LOC107985206",16,11,56,8,35,6
"MIR34AHG",1143,1327,2043,907,477,1378
"LINC01778",2,0,3,0,0,2
"MATN1-AS1",43,7,27,13,17,21
"LINC01748",111,57,75,68,63,62
"ENSG00000289962",0,0,2,0,1,0
"ENSG00000285184",36,38,97,104,36,29
"ENSG00000289103",6,10,10,2,5,1
"LINC02971",0,0,0,0,0,0
"ENSG00000231128",0,0,0,0,1,0
"LOC101928334",0,0,0,0,0,1
"ENSG00000289318",121,167,252,142,61,108
"LOC107985241",0,0,0,0,0,0
"ENSG00000289402",52,0,147,9,17,4
"DCAF8-DT",30,59,57,37,28,63
"ENSG00000289377",0,0,0,0,0,2
"ENSG00000237352",2,0,7,1,2,3
"ENSG00000290006",0,0,0,0,0,0
"ENSG00000290013",1,0,0,0,0,0
"MAGOH-DT",4,10,22,11,7,7
"ENSG00000288772",6,13,23,13,14,21
"LOC101927468",62,61,172,102,85,81
"LOC105371689",0,2,0,4,2,4
"ENSG00000273129",2,4,1,4,2,5
"CNN3-DT",544,193,1079,355,712,186
"ENSG00000289457",0,2,0,1,0,0
"ENSG00000290037",0,0,0,2,0,1
"ENSG00000290041",10,5,0,10,2,4
"ENSG00000290045",22,7,70,2,16,10
"ENSG00000287902",0,0,0,0,0,0
"LINC01736",0,0,0,0,0,0
"PRDM16-DT",3,4,30,21,2,41
"ENSG00000233290",9,36,236,40,10,36
"PROX1-AS1",0,0,6,0,2,1
"ENSG00000234476",0,13,1,5,0,8
"LOC105373289",163,177,108,33,53,56
"ENSG00000289610",0,0,5,2,2,0
"ENSG00000289055",4,1,4,0,4,0
"ENSG00000229989",0,0,0,4,0,4
"LOC107985451",0,0,0,0,0,0
"ENSG00000272205",29,18,56,21,10,17
"ENSG00000203709",6,5,49,3,0,15
"ENSG00000290066",0,6,2,0,0,0
"ENSG00000289593",0,0,0,0,2,0
"ENSG00000237076",0,0,0,0,0,0
"LITATS1",51,24,37,26,14,23
"ENSG00000236963",0,0,0,1,0,0
"LOC124904478",0,0,0,0,0,0
"LOC107985203",7,5,26,2,3,3
"LOC124904544",1,0,6,0,3,4
"ATF6-DT",4,29,20,34,4,12
"ENSG00000289367",1,0,0,0,0,0
"LYPLAL1-DT",7,10,4,2,4,2
"LINC01397",2,0,3,0,1,4
"ENSG00000289341",6,2,9,0,3,2
"ENSG00000224616",122,80,454,116,102,90
"LOC101928565",3,9,5,3,2,11
"ENSG00000223944",0,0,0,0,0,0
"PRDX6-AS1",208,177,202,175,147,197
"LINC01781",0,0,0,0,0,0
"ENSG00000236155",52,10,151,34,123,20
"ENSG00000288736",12,20,7,29,8,20
"MIR137HG",0,0,0,0,0,0
"LINC02607",2,1,4,14,0,7
"LINC02609",40,59,91,75,24,51
"LINC01348",0,2,0,0,0,0
"ENSG00000232480",0,0,5,4,0,5
"ENSG00000290081",0,0,0,0,0,0
"ARHGAP29-AS1",0,0,0,3,0,2
"LOC101926964",4,2,31,0,0,2
"ENSG00000288927",24,33,13,17,17,27
"ENSG00000260805",89,98,113,114,54,81
"LOC101926907",22,13,34,1,37,7
"ENSG00000224968",0,0,0,0,0,0
"LOC101927560",8,0,8,0,6,5
"LINC01133",0,0,0,0,0,2
"ENSG00000286198",0,2,0,19,0,19
"LSP1P5",4,0,2,12,0,2
"ENSG00000272449",48,42,142,28,66,32
"LINC02766",0,0,2,0,0,1
"ENSG00000238260",54,26,110,36,16,14
"LRRC8C-DT",11,20,22,18,20,47
"ITPKB-IT1",1,0,0,0,0,0
"ENSG00000288822",85,39,295,321,121,70
"HSD11B1-AS1",15,1,21,0,7,0
"ENSG00000289141",0,5,5,4,2,4
"TFAP2E-AS1",9,8,36,12,17,11
"ENSG00000290094",0,0,0,12,2,2
"ENSG00000290096",17,33,45,28,13,25
"ENSG00000289062",0,0,0,0,0,0
"ENSG00000290102",0,0,0,0,0,0
"ENSG00000290105",0,1,0,0,0,2
"ENSG00000287839",35,526,9,327,1,105
"ENSG00000238164",0,2,3,0,2,3
"ENSG00000290111",0,0,0,0,0,0
"ENSG00000203706",170,254,56,80,95,210
"ENSG00000290115",0,0,1,0,0,0
"ENSG00000288934",4,29,6,11,10,9
"ENSG00000289835",6,8,12,8,2,8
"ENSG00000226822",0,0,0,0,0,0
"RRAGC-DT",35,22,52,28,16,20
"ENSG00000238279",11,0,17,5,10,4
"ENSG00000288999",65,67,136,97,68,41
"ENSG00000289439",0,0,0,0,0,0
"ANKRD13C-DT",434,277,731,226,404,206
"LINC00467",280,1458,478,1314,261,957
"LAMTOR5-AS1",128,106,273,110,94,82
"FOXD3-AS1",2612,694,4787,271,3437,500
"SLC2A1-DT",137,51,309,33,70,59
"ENSG00000230623",2271,624,3908,443,2604,502
"PIK3CD-AS2",167,108,429,126,165,105
"LOC105373170",6,12,10,2,2,2
"ENSG00000290123",2,1,2,5,1,4
"LOC112268239",318,238,433,183,105,133
"LINC01134",11,25,24,30,11,21
"ENSG00000290124",20,50,22,38,5,39
"NEK2-DT",7,3,18,3,0,13
"LINC01767",0,6,2,26,0,4
"ENSG00000282048",2830,11257,338,6177,724,4555
"LINC01702",0,0,2,0,0,0
"ENSG00000259943",316,208,642,244,472,155
"ENSG00000289576",0,0,0,0,0,0
"ENSG00000289106",212,208,311,197,228,197
"TDRKH-AS1",15,7,52,8,21,12
"WARS2-AS1",195,519,556,266,149,214
"LOC101928264",0,0,0,0,0,0
"ENSG00000290121",4,11,4,11,4,4
"ENSG00000290125",0,0,0,0,0,2
"ENSG00000224167",7,13,4,13,5,10
"LRRC52-AS1",2,0,3,0,0,0
"ELOA-AS1",92,54,178,45,82,40
"ENSG00000272145",47,134,187,71,63,79
"COA6-AS1",34,18,78,37,26,23
"SLC16A1-AS1",557,723,1016,582,526,536
"ENSG00000290126",35,62,72,78,48,79
"ZNF691-DT",38,73,104,41,42,46
"DPH5-DT",185,210,407,87,107,81
"GAS5",15630,13495,16422,10541,11822,8799
"ENSG00000224093",1,14,7,13,8,8
"ENSG00000290127",5,4,7,1,2,6
"MIR9-1HG",242,35,400,114,187,133
"ENSG00000228084",4,3,11,6,15,7
"FLVCR1-DT",304,249,1206,408,850,395
"ENSG00000230337",7,40,29,63,5,41
"ANGPTL7",0,0,2,1,7,15
"RNU6-291P",0,0,0,0,0,0
"ENSG00000238173",0,0,0,0,0,0
"UBIAD1",1462,2191,2007,1722,1222,1485
"ENSG00000238199",2,7,6,0,0,0
"ENSG00000284646",0,1,7,0,0,0
"MTOR",8259,11445,14293,10107,9225,10903
"ZNF687-AS1",21,26,59,22,25,19
"ZNF687",4272,4924,7353,4267,4758,3721
"PI4KB",2803,3720,4153,4578,2401,3600
"RN7SL444P",0,4,0,0,0,0
"ENSG00000273481",7,0,5,4,8,1
"RFX5",3525,3344,7068,2814,3712,2840
"ENSG00000224645",0,0,0,0,0,0
"RFX5-AS1",48,53,108,54,39,54
"SELENBP1",902,1334,2407,1253,916,1083
"PSMB4",14009,17985,17677,14939,12268,11741
"RNY4P25",0,0,0,0,1,0
"CGN",3607,3260,7182,3702,5949,3744
"LOC124900437",3,0,1,1,2,0
"TUFT1",1349,784,1507,943,959,841
"ENSG00000232536",4,5,4,1,1,2
"MIR554",0,0,1,0,0,0
"RPS10P6",6,6,10,22,4,18
"POGZ",7104,7670,12336,5816,5732,6110
"ENSG00000224129",0,0,0,0,0,0
"RPS6KA1",4875,4749,6029,4336,4250,3654
"MIR1976",2,0,0,0,0,0
"RN7SL679P",27,26,40,20,25,17
"ENSG00000252802",0,0,0,0,0,0
"LOC124904769",0,0,0,0,0,0
"ENSG00000289452",0,0,1,0,1,0
"ENSG00000229247",0,0,0,0,0,0
"RPL23AP24",0,0,0,1,1,0
"ENSG00000236601",0,0,0,0,0,0
"ENSG00000269732",0,0,0,0,0,0
"OR4F29",0,0,0,0,0,0
"ENSG00000233653",0,1,0,0,0,0
"ENSG00000250575",0,4,0,1,1,0
"DHDDS",2105,3316,2979,4151,2133,3155
"TARDBP",12900,18704,23956,17292,12747,15354
"ENSG00000219201",217,194,335,264,213,171
"NSRP1P1",8,18,8,4,0,4
"ENSG00000232015",0,0,0,0,2,0
"NEXN-AS1",7,27,31,13,7,10
"NEXN",172,623,580,905,308,1148
"DNAJB4",1083,1156,1544,781,567,762
"ENSG00000273338",17,18,13,6,5,6
"ENSG00000285928",2,10,20,6,2,2
"ENSG00000213561",0,1,0,1,2,0
"RNU6-1102P",0,0,0,0,0,0
"ENSG00000213560",0,1,0,44,0,7
"FUBP1",16740,16170,27088,14658,13966,11835
"NPR1",1017,167,4491,57,877,202
"MIR8083",1,0,2,0,0,1
"RN7SL372P",0,0,0,0,0,0
"ENSG00000235015",0,0,0,0,0,0
"ENSG00000199565",0,0,0,0,0,0
"INTS3",6758,7814,14263,4820,4661,6029
"ENSG00000243613",0,0,2,0,0,0
"ENSG00000233222",1,0,0,0,0,0
"SLC27A3",1467,2724,1735,1373,1422,1736
"ENSG00000207039",0,0,0,0,0,0
"GATAD2B",3234,2396,5628,2651,2701,2163
"ENSG00000223599",2,20,2,41,6,28
"ENSG00000236327",0,0,0,0,0,2
"LOC101928059",31,25,49,23,35,23
"ENSG00000289935",60,81,110,26,25,66
"JTB-DT",89,53,154,51,86,57
"KCND3",24,5,32,257,13,41
"KCNH1",12,4,20,18,5,10
"ENSG00000279333",0,0,0,0,0,0
"IPO8P1",4,10,38,13,10,10
"ENSG00000283952",0,0,0,0,0,0
"ENSG00000284376",0,0,1,3,0,0
"ENSG00000234233",4,0,6,0,0,0
"ENSG00000234004",0,3,0,4,0,2
"ENSG00000226986",29,83,75,182,20,24
"GNB1",24674,28754,38182,35341,24376,26602
"GNB1-DT",19,44,27,50,6,37
"ENSG00000290117",8,10,18,12,8,2
"GSTM4",745,1020,1231,1097,560,676
"GSTM2",379,362,785,272,306,241
"GSTM1",252,214,556,368,203,81
"ENSG00000260246",0,0,0,3,1,0
"GSTM5",11,2,6,47,8,9
"ENSG00000241720",0,1,0,0,0,0
"GSTM3",103,198,335,481,126,211
"EPS8L3",0,0,0,19,0,2
"ENSG00000224927",0,0,0,0,0,0
"OR2T7",0,0,0,0,0,0
"ENSG00000230021",5,8,10,2,1,7
"ENSG00000235146",0,0,0,0,0,0
"MTND1P23",8,28,10,12,2,3
"MTND2P28",5106,11979,7202,8154,2758,8721
"MTCO1P12",12969,24612,1304,1297,435,1040
"ENSG00000278791",0,0,0,0,0,0
"MTCO2P12",40,143,86,118,27,68
"MTATP8P1",133,405,107,263,77,282
"MTATP6P1",20392,42171,26240,30346,12384,31938
"MTCO3P12",83,237,140,122,39,117
"ENSG00000268663",0,0,0,0,0,0
"OR4F16",0,0,0,0,0,0
"ENSG00000229376",2,2,0,0,0,2
"RNU6-1199P",0,0,0,0,0,0
"ENSG00000225880",50,67,57,28,50,34
"LINC01128",207,531,421,689,218,500
"ENSG00000230199",6,5,7,3,7,5
"ENSG00000234116",0,0,0,0,0,0
"CICP21",0,2,0,0,0,0
"ENSG00000253326",2,2,8,7,12,11
"RNU6-747P",0,0,0,0,0,0
"CEP170",4845,4620,6002,4824,3027,4367
"ENSG00000227230",15,11,11,6,4,7
"ENSG00000232085",0,0,0,0,0,0
"KIAA1614",138,109,340,110,188,130
"ENSG00000289589",2,2,2,4,2,4
"PCSK9",1055,8346,2536,8756,2201,9129
"ENSG00000231095",0,2,0,8,0,0
"MIR4422",0,0,0,0,0,0
"USP24",5486,7654,9639,7279,4909,6747
"ODF2L",1389,1909,2724,1909,924,1815
"PERM1",0,0,2,2,0,2
"KIRREL1",3015,4404,6575,8138,3250,7086
"ENSG00000226520",8,3,6,4,3,0
"SMIM42",0,0,0,0,0,0
"LINC01704",0,0,0,0,2,0
"ENSG00000227295",10,16,15,36,6,22
"CD1D",360,263,372,397,254,294
"RPS10P8",6,6,0,21,0,4
"ENSG00000176320",26,7,4,11,0,0
"EIF2S3P1",0,0,0,0,0,0
"ENSG00000288816",2,0,5,0,4,0
"ENSG00000227634",1,1,0,0,0,0
"RNU1-7P",0,0,0,0,0,0
"ENSG00000233645",0,0,0,0,0,0
"ENSG00000232912",0,4,1,4,0,6
"LOC124900452",0,0,1,2,0,0
"ENSG00000270282",0,1,2,2,0,2
"RPL7P11",0,10,2,56,2,6
"RPL7P7",2,6,4,0,2,1
"ENSG00000222511",0,0,0,1,0,0
"RPL27P3",0,2,0,15,1,0
"ENSG00000228423",2,8,1,2,1,5
"ENSG00000229716",2,1,0,0,0,0
"ENO1",108068,198591,181951,190308,91715,153384
"MIR6728",0,3,0,2,0,2
"ENO1-AS1",0,9,6,13,1,3
"RNU6-304P",0,1,1,0,0,0
"ENSG00000238249",39,42,78,63,42,41
"ENSG00000232208",0,0,0,1,0,4
"ENSG00000232663",0,0,0,0,0,0
"CA6",0,3,0,0,0,2
"ENSG00000290109",0,0,0,0,0,0
"RN7SL451P",0,0,0,0,0,0
"RERE",8929,13140,13857,12984,8468,10599
"RIT1",1419,1115,2498,1642,1125,1345
"HNRNPU",37816,78037,66199,61788,32756,53896
"ENSG00000273175",0,4,3,5,2,1
"SPEN",5428,10675,10155,8449,4935,8284
"VN1R5",0,0,4,0,0,0
"LOC105373273",11,10,7,20,7,9
"OR10J4",0,0,0,0,0,0
"ENSG00000271806",6,7,8,3,2,9
"PRKCZ-AS1",73,246,243,157,96,211
"FAAP20",2573,3385,4234,2837,2700,2638
"ENSG00000234396",1,0,2,0,1,0
"LOC124903824",293,306,602,179,288,219
"ENSG00000272161",2,4,6,0,2,2
"SKI",6924,9641,10936,9420,7035,7327
"LOC101927143",2,3,7,0,1,1
"WDR26",10551,8774,13251,9312,7787,8055
"ENSG00000228626",1,1,15,8,3,2
"LINC01138",128,187,314,146,90,122
"LOC124904403",0,2,3,1,1,0
"ENSG00000224481",8,0,38,3,12,2
"ENSG00000235988",2,3,4,1,8,1
"ENSG00000252744",0,0,0,0,0,0
"MIR5087",1,0,2,1,3,0
"RNVU1-21",0,0,0,0,0,0
"ENSG00000272824",10,3,12,0,1,0
"RNVU1-1",2,0,6,4,3,1
"RNU1-155P",2,0,0,0,0,0
"MIR6077",2,0,1,0,0,0
"RNVU1-2",0,0,6,0,0,0
"RNVU1-3",0,5,4,2,1,4
"ENSG00000225871",6,6,16,9,5,7
"ENSG00000285062",0,0,0,0,0,0
"ENSG00000280649",64,47,106,46,79,29
"ENSG00000289614",2,4,29,27,26,16
"ENSG00000288925",2,0,0,0,0,0
"BTG2-DT",2,0,0,4,0,1
"ENSG00000229120",0,0,0,2,0,0
"RNU6-89P",0,0,0,0,0,0
"LOC100420423",0,0,2,10,2,5
"ENSG00000236439",5,11,18,13,6,3
"LOC124900426",1,0,0,0,1,0
"SYT2",584,743,869,611,824,503
"ENSG00000226862",0,4,2,1,0,3
"ENSG00000225620",0,1,0,0,0,0
"KDM5B",17004,13304,29010,12552,14770,13721
"MGAT4EP",720,120,955,228,502,106
"PPP1R12B",1074,1224,2003,894,905,1200
"ENSG00000289432",0,0,0,0,0,0
"FAM20B",3401,3539,6982,3898,3472,3024
"ENSG00000232750",0,6,0,0,0,0
"TOR3A",3665,3090,3098,2791,1688,2418
"ABL2",2596,2604,3698,2958,2821,2151
"ENSG00000234041",0,0,0,0,0,0
"ENSG00000231905",0,0,1,0,0,0
"LOC124900432",0,0,0,0,0,0
"LOC124900429",0,0,0,0,0,0
"ENSG00000231564",0,0,0,0,2,0
"ENSG00000225711",0,2,0,0,0,1
"COX5BP8",0,0,0,0,0,0
"ENSG00000228191",0,0,0,10,0,4
"GPR3",1192,356,1246,291,558,302
"ACTN2",297,117,334,276,203,534
"ENSG00000271746",14,2,15,10,16,6
"MIR4252",0,0,0,0,0,0
"ENSG00000231868",1,1,3,0,1,0
"LOC128071543",0,0,0,0,0,0
"FAM163A",4,2,31,6,0,0
"ENSG00000229407",0,0,4,1,0,0
"ENSG00000231966",1,3,4,1,0,0
"TOR1AIP2",2427,4314,3615,4483,2240,3940
"ENSG00000272906",8,9,12,5,8,11
"TOR1AIP1",1187,1912,2083,2421,1383,1881
"RN7SL230P",0,2,0,0,0,0
"ENSG00000261831",0,0,0,0,0,0
"ENSG00000260360",4,11,14,18,6,9
"RPSAP16",1,0,0,1,0,0
"RPS24P5",0,0,0,6,0,0
"ENSG00000261817",0,0,0,0,0,0
"QSOX1",7434,8710,10136,6444,8551,9319
"LHX4",46,314,144,145,97,258
"RYR2",714,1110,515,422,484,635
"ENSG00000289628",4,24,2,2,5,8
"LOC100130331",0,0,0,2,0,6
"ENSG00000230019",0,0,0,0,0,0
"SH3GLB1",4142,3868,5388,6057,3925,4351
"ENSG00000237094",0,0,0,0,0,0
"ENSG00000290385",61,189,206,191,83,198
"ENSG00000154198",0,0,0,0,0,0
"CYP4Z2P",0,0,0,0,0,0
"ENSG00000225492",2,6,14,7,5,17
"GBP1P1",0,1,0,1,1,2
"ENSG00000229887",0,0,0,0,0,0
"HNRNPA1P6",1,0,5,2,1,0
"ENSG00000241361",0,0,0,0,0,0
"SLC25A24P1",0,0,0,0,0,0
"ENSG00000243967",0,0,0,0,0,0
"ENSG00000290552",0,0,0,0,0,0
"ENSG00000227179",0,1,0,0,0,1
"ENSG00000290561",0,0,0,0,0,0
"ENSG00000223804",0,0,0,0,0,0
"ENSG00000290569",19,41,17,27,7,15
"ENSG00000229961",0,0,0,0,0,0
"LOC107985211",4,0,6,2,2,0
